tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
610.00;241515840_0;97.59;9.39;267.00;0.38;952365290#2_1;5.10;0.00;tripinfo_veh442 routing_veh442;343.00;veh442;1;3291.74;0.76;0.00;54.25;veh_passenger;;2;4.00
610.00;403386102_0;23.86;12.79;377.00;0.59;258715367_0;5.10;0.00;tripinfo_veh624 routing_veh624;233.00;veh624;1;2415.89;1.13;0.00;68.18;veh_passenger;;1;28.00
610.00;48962885#2_0;43.94;14.61;442.00;0.44;-91013807_0;5.10;9.49;tripinfo_veh732 routing_veh732;168.00;veh732;1;2111.97;1.14;0.00;29.63;veh_passenger;;0;0.00
611.00;1180174775#1_0;46.00;13.37;102.00;0.06;49222366#5_0;5.10;0.00;tripinfo_veh169 routing_veh169;509.00;veh169;1;6164.81;1.03;0.00;106.24;veh_passenger;;3;20.00
611.00;402940389#1_0;31.63;12.80;311.00;0.95;-48903075#0_0;5.10;0.00;tripinfo_veh514 routing_veh514;300.00;veh514;1;2774.42;0.96;0.00;86.22;veh_passenger;;4;38.00
612.00;-45393801#1_0;13.58;8.07;325.00;0.47;535354979#1_0;5.10;0.00;tripinfo_veh538 routing_veh538;287.00;veh538;1;2378.91;0.99;0.00;98.50;veh_passenger;;5;32.00
614.00;445106174#1_0;139.62;16.32;72.00;0.82;404946393#2_0;5.10;0.00;tripinfo_veh118 routing_veh118;542.00;veh118;1;5635.13;1.18;0.00;186.53;veh_passenger;;7;68.00
617.00;-242074471#1_0;72.45;14.88;385.00;0.75;-761335829_0;5.10;0.00;tripinfo_veh637 routing_veh637;232.00;veh637;1;3136.19;1.10;0.00;25.22;veh_passenger;;0;0.00
618.00;59830980#0_0;54.13;12.57;97.00;0.49;510583030_0;5.10;12.64;tripinfo_veh160 routing_veh160;521.00;veh160;1;5581.70;0.91;0.00;50.85;veh_passenger;;1;2.00
618.00;402525975#0_0;59.13;13.98;134.00;0.69;48203215#1_0;5.10;0.00;tripinfo_veh221 routing_veh221;484.00;veh221;1;4733.32;1.07;0.00;187.28;veh_passenger;;8;85.00
618.00;-1190070844_0;0.20;7.26;188.00;0.40;-403681877_0;5.10;4.12;tripinfo_veh311 routing_veh311;430.00;veh311;1;3270.56;0.99;0.00;149.90;veh_passenger;;5;71.00
619.00;304027275#21_0;225.42;10.45;15.00;0.52;42201262#3_1;5.10;0.00;tripinfo_veh24 routing_veh24;604.00;veh24;1;5525.97;0.83;0.00;141.57;veh_passenger;;6;46.00
619.00;402259157#1_0;189.47;15.03;210.00;0.08;-81508883#1_0;5.10;0.00;tripinfo_veh348 routing_veh348;409.00;veh348;1;3023.40;0.95;0.00;163.09;veh_passenger;;7;93.00
619.00;48537872#1_0;60.48;16.20;242.00;0.11;48548014#0_0;5.10;0.00;tripinfo_veh401 routing_veh401;377.00;veh401;1;3178.98;1.19;0.00;176.54;veh_passenger;;10;79.00
619.00;485164523_0;56.54;2.10;441.00;0.05;249649657#0_1;5.10;0.00;tripinfo_veh731 routing_veh731;178.00;veh731;1;1622.41;1.18;0.00;46.25;veh_passenger;;2;7.00
620.00;-893268806_0;21.82;7.66;329.00;0.85;-48203222_0;5.10;0.00;tripinfo_veh544 routing_veh544;291.00;veh544;1;3222.49;0.97;0.00;52.01;veh_passenger;;1;2.00
621.00;48903090_0;67.20;9.34;156.00;0.37;42207958#8_0;5.10;0.00;tripinfo_veh258 routing_veh258;465.00;veh258;1;3266.90;0.71;0.00;80.51;veh_passenger;;3;23.00
621.00;397300518#1_0;48.37;3.49;373.00;0.81;59830979_0;5.10;0.00;tripinfo_veh617 routing_veh617;248.00;veh617;1;3125.46;0.90;0.00;38.74;veh_passenger;;0;0.00
621.00;402219379#2_1;83.26;7.15;452.00;0.19;48537860#1_1;5.10;0.00;tripinfo_veh749 routing_veh749;169.00;veh749;1;1297.65;1.01;0.00;40.44;veh_passenger;;2;8.00
622.00;42195044#2_0;29.91;7.86;72.00;0.22;242075533_0;5.10;0.00;tripinfo_veh119 routing_veh119;550.00;veh119;1;6035.80;1.00;0.00;135.83;veh_passenger;;5;51.00
622.00;42492699#2_1;19.38;7.84;420.00;0.76;-250051647#0_0;5.10;0.00;tripinfo_veh695 routing_veh695;202.00;veh695;1;1597.54;0.97;0.00;44.29;veh_passenger;;3;13.00
623.00;-241515820_0;24.58;2.12;307.00;0.57;432676623#2_0;0.20;0.00;tripinfo_veh508 routing_veh508;316.00;veh508;1;2744.72;0.93;0.00;64.30;veh_passenger;;3;24.00
623.00;81508877#0_0;16.48;11.15;471.00;0.49;-398036732_0;5.10;2.94;tripinfo_veh780 routing_veh780;152.00;veh780;1;994.51;1.06;0.00;48.54;veh_passenger;;3;13.00
624.00;48538434#1_0;6.67;10.55;204.00;0.72;-485182264_0;5.10;2.81;tripinfo_veh337 routing_veh337;420.00;veh337;1;3490.93;1.01;0.00;154.01;veh_passenger;;10;64.00
624.00;48914849#8_0;123.28;12.68;251.00;0.06;48149035#1_0;5.10;0.00;tripinfo_veh416 routing_veh416;373.00;veh416;1;3848.99;0.99;0.00;69.58;veh_passenger;;1;11.00
624.00;503636472_0;17.76;7.21;434.00;0.89;-98607731#1_0;5.10;13.39;tripinfo_veh718 routing_veh718;190.00;veh718;1;1630.71;0.96;0.00;32.33;veh_passenger;;1;3.00
625.00;1079647159#0_0;101.03;4.80;140.00;0.05;-242069237#1_0;5.10;0.00;tripinfo_veh232 routing_veh232;485.00;veh232;1;3687.81;0.99;0.00;137.07;veh_passenger;;7;68.00
625.00;59833646#2_0;50.83;12.43;401.00;2.88;50370780_0;5.10;0.00;tripinfo_veh660 routing_veh660;224.00;veh660;1;2106.19;0.97;0.00;36.39;veh_passenger;;2;3.00
625.00;337277977#0_0;97.57;6.80;420.00;0.16;-48538433_0;5.10;8.05;tripinfo_veh696 routing_veh696;205.00;veh696;1;1308.52;0.97;0.00;41.36;veh_passenger;;3;11.00
627.00;-404966383#0_0;5.17;2.17;154.00;0.78;-48581463#2_0;5.10;0.00;tripinfo_veh254 routing_veh254;473.00;veh254;1;3702.32;0.88;0.00;138.00;veh_passenger;;6;76.00
627.00;-59830981#1_0;41.86;15.43;195.00;0.76;240449692#2_0;5.10;0.00;tripinfo_veh322 routing_veh322;432.00;veh322;1;4712.21;1.18;0.00;136.97;veh_passenger;;3;21.00
627.00;48903034_0;55.02;13.14;269.00;0.57;45429541#1_1;5.10;0.00;tripinfo_veh445 routing_veh445;358.00;veh445;1;3314.34;1.04;0.00;123.36;veh_passenger;;6;49.00
628.00;59833646#3_0;38.57;14.07;496.00;0.15;548284675#0_0;5.10;0.00;tripinfo_veh822 routing_veh822;132.00;veh822;1;1596.97;1.08;0.00;36.59;veh_passenger;;2;15.00
630.00;362156554#0_0;576.86;28.19;32.00;0.63;-304027273#2_0;5.10;0.00;tripinfo_veh52 routing_veh52;598.00;veh52;1;6219.12;1.17;0.00;220.90;veh_passenger;;7;68.00
632.00;40972462#1_1;150.15;10.79;149.00;0.01;208769656#3_0;5.10;0.00;tripinfo_veh247 routing_veh247;483.00;veh247;1;4957.51;1.02;0.00;109.45;veh_passenger;;4;14.00
632.00;304931613#4_0;24.44;11.77;153.00;0.99;48859291#2_0;5.10;0.00;tripinfo_veh252 routing_veh252;479.00;veh252;1;6180.78;1.11;0.00;137.49;veh_passenger;;3;55.00
632.00;552616913_0;35.23;11.40;305.00;0.37;-102321737_0;5.10;11.87;tripinfo_veh505 routing_veh505;327.00;veh505;1;3089.82;0.85;0.00;48.20;veh_passenger;;2;8.00
633.00;241515862_0;93.71;14.46;237.00;0.54;-535363733_0;5.10;6.07;tripinfo_veh392 routing_veh392;396.00;veh392;1;3733.05;1.06;0.00;130.06;veh_passenger;;6;66.00
634.00;424101278_0;78.44;12.24;200.00;0.94;42141924#2_0;5.10;0.00;tripinfo_veh330 routing_veh330;434.00;veh330;1;3377.64;0.93;0.00;75.77;veh_passenger;;4;14.00
634.00;86484914_0;24.78;3.81;446.00;0.83;45393819#4_0;5.10;0.00;tripinfo_veh738 routing_veh738;188.00;veh738;1;1746.47;1.07;0.00;33.58;veh_passenger;;0;0.00
635.00;-48903023#2_0;40.82;12.85;135.00;0.48;59833642_0;5.10;0.00;tripinfo_veh223 routing_veh223;500.00;veh223;1;4251.77;1.00;0.00;129.97;veh_passenger;;6;46.00
635.00;1160030823#3_0;8.49;7.53;339.00;0.59;48548020_0;5.10;7.97;tripinfo_veh561 routing_veh561;296.00;veh561;1;2478.13;0.96;0.00;96.77;veh_passenger;;5;41.00
635.00;42207942#0_0;93.54;7.22;449.00;0.81;402191987#7_1;5.10;0.00;tripinfo_veh743 routing_veh743;186.00;veh743;1;1313.34;1.01;0.00;28.24;veh_passenger;;1;1.00
638.00;-160535591#0_0;40.24;12.99;281.00;2.92;534903539#3_0;5.10;0.00;tripinfo_veh461 routing_veh461;357.00;veh461;1;3847.22;0.98;0.00;68.56;veh_passenger;;1;5.00
638.00;553416522#1_0;64.38;24.88;312.00;0.14;48913909#1_0;5.10;0.00;tripinfo_veh517 routing_veh517;326.00;veh517;1;3404.07;1.02;0.00;73.17;veh_passenger;;3;25.00
642.00;242069229#0_0;88.91;13.12;149.00;0.61;42143234#3_0;5.10;0.00;tripinfo_veh246 routing_veh246;493.00;veh246;1;5235.10;0.99;0.00;107.19;veh_passenger;;3;50.00
642.00;-894857837_0;78.58;13.18;175.00;0.67;-542537659#3_0;5.10;0.00;tripinfo_veh289 routing_veh289;467.00;veh289;1;3778.87;0.98;0.00;184.14;veh_passenger;;8;106.00
642.00;-533208322_0;50.56;13.68;348.00;0.55;45393768#4_0;5.10;0.00;tripinfo_veh576 routing_veh576;294.00;veh576;1;2226.32;1.00;0.00;100.73;veh_passenger;;4;47.00
642.00;542542888#1_0;78.95;7.53;410.00;0.41;659915187_0;5.10;14.69;tripinfo_veh679 routing_veh679;232.00;veh679;1;2277.34;1.06;0.00;41.43;veh_passenger;;2;5.00
642.00;514836100_0;29.85;2.46;411.00;0.81;42207958#1_1;5.10;0.00;tripinfo_veh680 routing_veh680;231.00;veh680;1;1973.62;1.07;0.00;75.45;veh_passenger;;4;7.00
643.00;62105985#4_0;38.75;7.04;204.00;3.13;427719631#1_0;5.10;0.00;tripinfo_veh333 routing_veh333;439.00;veh333;1;4275.70;0.90;0.00;98.46;veh_passenger;;3;37.00
645.00;118366335#3_0;19.37;13.06;128.00;0.72;334948975#7_0;5.10;0.00;tripinfo_veh211 routing_veh211;517.00;veh211;1;5095.77;0.96;0.00;128.24;veh_passenger;;7;39.00
645.00;42207929#1_0;371.47;12.07;145.00;0.23;400008031#3_0;5.10;0.00;tripinfo_veh240 routing_veh240;500.00;veh240;1;3589.89;0.88;0.00;103.06;veh_passenger;;7;29.00
646.00;-86484901#2_0;36.48;12.19;133.00;0.90;-404950433#3_0;5.10;0.00;tripinfo_veh219 routing_veh219;513.00;veh219;1;4943.94;0.97;0.00;155.29;veh_passenger;;8;64.00
646.00;62105985#4_0;38.75;7.42;207.00;0.10;42207937_0;5.10;0.00;tripinfo_veh343 routing_veh343;439.00;veh343;1;3429.55;0.96;0.00;163.21;veh_passenger;;7;82.00
646.00;-61426868#0_0;118.41;12.68;324.00;0.68;1148541133#0_0;5.10;0.00;tripinfo_veh536 routing_veh536;322.00;veh536;1;2716.18;0.97;0.00;101.75;veh_passenger;;6;43.00
646.00;558903818#8_1;21.26;16.12;382.00;0.77;61390453_0;5.10;0.00;tripinfo_veh632 routing_veh632;264.00;veh632;1;2053.09;0.90;0.00;92.37;veh_passenger;;4;48.00
648.00;48537834#0_0;13.04;8.06;384.00;0.96;893234900_1;5.10;0.00;tripinfo_veh635 routing_veh635;264.00;veh635;1;2648.30;1.02;0.00;72.14;veh_passenger;;3;33.00
648.00;952365288#1_0;41.96;20.55;507.00;0.90;402394678#0_0;5.10;0.00;tripinfo_veh839 routing_veh839;141.00;veh839;1;1328.32;0.92;0.00;30.70;veh_passenger;;1;5.00
648.00;-45388030#1_0;36.81;8.68;541.00;0.52;61390459_0;5.10;0.00;tripinfo_veh896 routing_veh896;107.00;veh896;1;799.71;1.12;0.00;48.10;veh_passenger;;2;27.00
650.00;542406431#2_1;71.41;13.52;167.00;0.51;542432527#3_0;5.10;0.00;tripinfo_veh276 routing_veh276;483.00;veh276;1;3541.28;0.98;0.00;119.04;veh_passenger;;5;44.00
651.00;-86134858#7_0;39.09;7.20;40.00;0.79;552646975#1_0;5.10;0.00;tripinfo_veh65 routing_veh65;611.00;veh65;1;4210.37;0.94;0.00;194.20;veh_passenger;;10;99.00
651.00;98607734_0;61.99;12.10;214.00;0.46;84012040_0;5.10;12.47;tripinfo_veh354 routing_veh354;437.00;veh354;1;4561.56;0.90;0.00;80.19;veh_passenger;;3;14.00
651.00;241308414#3_0;4.62;13.64;488.00;0.00;-257860999#1_0;5.10;0.00;tripinfo_veh809 routing_veh809;163.00;veh809;1;1592.26;0.99;0.00;18.81;veh_passenger;;0;0.00
652.00;402191987#0_0;92.20;8.35;244.00;0.30;894857852_0;5.10;15.54;tripinfo_veh404 routing_veh404;408.00;veh404;1;3899.07;1.12;0.00;99.18;veh_passenger;;4;21.00
652.00;397369748_0;19.17;10.73;300.00;0.80;542428844#2_0;5.10;0.00;tripinfo_veh496 routing_veh496;352.00;veh496;1;3256.58;1.24;0.00;90.60;veh_passenger;;5;30.00
653.00;48903049#6_1;0.20;14.21;145.00;0.83;242074471#4_0;5.10;0.00;tripinfo_veh239 routing_veh239;508.00;veh239;1;4590.07;1.04;0.00;157.75;veh_passenger;;4;71.00
653.00;42207960_0;64.91;4.37;316.00;0.52;-242069265_0;5.10;4.20;tripinfo_veh523 routing_veh523;337.00;veh523;1;2924.04;1.01;0.00;84.72;veh_passenger;;3;36.00
654.00;86485178_1;114.24;14.01;69.00;0.84;-400449376#2_0;5.10;0.00;tripinfo_veh113 routing_veh113;585.00;veh113;1;5996.64;1.10;0.00;206.41;veh_passenger;;8;61.00
655.00;42141326#16_0;100.91;7.81;267.00;0.98;402440108#1_0;5.10;0.00;tripinfo_veh441 routing_veh441;388.00;veh441;1;2943.79;1.05;0.00;104.08;veh_passenger;;4;40.00
655.00;45393810#6_0;22.77;16.57;365.00;0.05;402191968#2_0;5.10;0.00;tripinfo_veh605 routing_veh605;290.00;veh605;1;2886.99;1.25;0.00;72.66;veh_passenger;;1;5.00
655.00;301927574_0;103.10;13.22;388.00;0.13;102321790#1_0;5.10;0.00;tripinfo_veh643 routing_veh643;267.00;veh643;1;2750.54;1.03;0.00;63.69;veh_passenger;;4;26.00
655.00;542393800#0_1;78.72;13.29;408.00;6.86;893216953#3_0;5.10;0.00;tripinfo_veh665 routing_veh665;247.00;veh665;1;2177.30;0.97;0.00;81.40;veh_passenger;;3;35.00
655.00;548305060#1_1;42.99;28.34;473.00;0.68;-59825632#2_0;5.10;0.00;tripinfo_veh783 routing_veh783;182.00;veh783;1;3744.44;1.14;0.00;29.56;veh_passenger;;0;0.00
655.00;-48538980#1_0;50.81;13.19;516.00;0.25;84012025_0;5.10;8.69;tripinfo_veh855 routing_veh855;139.00;veh855;1;1547.73;1.04;0.00;24.98;veh_passenger;;1;4.00
655.00;86484921#0_0;50.93;3.10;543.00;0.71;61426880#3_0;5.10;0.00;tripinfo_veh899 routing_veh899;112.00;veh899;1;794.82;1.00;0.00;21.27;veh_passenger;;1;3.00
657.00;86134858#11_0;49.33;7.66;406.00;0.03;257861448#3_0;5.10;0.00;tripinfo_veh673 routing_veh673;251.00;veh673;1;2455.47;0.98;0.00;50.26;veh_passenger;;2;12.00
658.00;45393771#1_0;63.66;11.14;206.00;0.91;-48962886_0;5.10;0.00;tripinfo_veh340 routing_veh340;452.00;veh340;1;4102.39;0.89;0.00;92.89;veh_passenger;;4;31.00
660.00;398614657_0;117.24;6.75;120.00;0.56;42454301#2_0;5.10;0.00;tripinfo_veh198 routing_veh198;540.00;veh198;1;3785.20;0.84;0.00;102.65;veh_passenger;;5;32.00
660.00;241515819_0;46.86;7.99;203.00;0.32;404831353_0;5.10;0.00;tripinfo_veh336 routing_veh336;457.00;veh336;1;4647.67;1.02;0.00;120.68;veh_passenger;;7;37.00
661.00;42207958#1_1;9.26;8.99;197.00;0.95;48859314#8_1;5.10;0.00;tripinfo_veh325 routing_veh325;464.00;veh325;1;4099.53;0.87;0.00;114.39;veh_passenger;;6;47.00
661.00;552616910_0;94.25;12.16;219.00;0.64;45393775#5_0;5.10;0.00;tripinfo_veh362 routing_veh362;442.00;veh362;1;4889.49;0.95;0.00;76.21;veh_passenger;;2;15.00
661.00;-59825632#0_0;17.41;13.75;515.00;0.45;542406428#2_1;5.10;0.00;tripinfo_veh853 routing_veh853;146.00;veh853;1;1417.14;1.02;0.00;32.02;veh_passenger;;1;2.00
662.00;605357314#1_0;186.43;13.33;291.00;0.25;-257861001_0;5.10;0.00;tripinfo_veh482 routing_veh482;371.00;veh482;1;3903.55;1.04;0.00;110.46;veh_passenger;;5;42.00
662.00;102321874#4_0;50.14;8.22;431.00;0.91;-1237913757_0;5.10;3.05;tripinfo_veh713 routing_veh713;231.00;veh713;1;2615.86;1.10;0.00;41.10;veh_passenger;;1;5.00
664.00;527997818#0_0;26.36;12.72;366.00;0.45;42143918#15_0;5.10;0.00;tripinfo_veh606 routing_veh606;298.00;veh606;1;2708.43;1.06;0.00;56.65;veh_passenger;;3;4.00
665.00;310114805#2_0;417.52;12.61;74.00;0.41;-48537863_0;5.10;13.08;tripinfo_veh122 routing_veh122;591.00;veh122;1;5361.98;0.94;0.00;157.68;veh_passenger;;7;74.00
665.00;-242293611#5_0;61.02;11.97;496.00;5.58;402804499#2_0;1.99;0.00;tripinfo_veh813 routing_veh813;169.00;veh813;1;1847.32;0.89;0.00;38.42;veh_passenger;;2;9.00
665.00;91013819_0;115.92;2.31;548.00;0.88;-542537662_0;5.10;0.00;tripinfo_veh907 routing_veh907;117.00;veh907;1;574.97;0.92;0.00;27.76;veh_passenger;;0;0.00
666.00;1082148050_0;62.25;10.91;520.00;0.63;333370734#3_0;5.10;0.00;tripinfo_veh861 routing_veh861;146.00;veh861;1;2116.37;0.79;0.00;20.02;veh_passenger;;0;0.00
666.00;81508880#0-AddedOffRampEdge_0;95.72;13.76;533.00;0.36;-48903014#5_0;5.10;0.00;tripinfo_veh883 routing_veh883;133.00;veh883;1;1352.68;1.07;0.00;24.40;veh_passenger;;1;3.00
667.00;-761335827#1_0;31.48;2.50;226.00;0.40;400015744#1_0;5.10;0.00;tripinfo_veh374 routing_veh374;441.00;veh374;1;4178.40;1.02;0.00;97.59;veh_passenger;;2;16.00
668.00;241308378#2_0;105.08;15.07;381.00;0.97;45393817#0_0;5.10;0.00;tripinfo_veh630 routing_veh630;287.00;veh630;1;3121.50;1.11;0.00;78.45;veh_passenger;;2;28.00
669.00;242293660#1_0;17.62;1.51;221.00;0.22;287115064#1_0;5.10;0.00;tripinfo_veh366 routing_veh366;448.00;veh366;1;4512.82;0.95;0.00;81.53;veh_passenger;;2;6.00
670.00;42195044#8_0;100.10;7.49;285.00;0.28;45393787#3_0;0.20;0.00;tripinfo_veh472 routing_veh472;385.00;veh472;1;3293.21;1.01;0.00;101.22;veh_passenger;;4;29.00
670.00;397300510_0;78.16;20.96;397.00;0.08;48548033#4_0;5.10;0.00;tripinfo_veh658 routing_veh658;273.00;veh658;1;3623.60;0.84;0.00;36.88;veh_passenger;;1;5.00
671.00;47198284#0_0;0.20;14.32;558.00;0.63;-1095251278#1_0;5.10;14.39;tripinfo_veh924 routing_veh924;113.00;veh924;1;1372.31;1.04;0.00;15.91;veh_passenger;;0;0.00
672.00;-242069304#0_0;80.71;13.42;174.00;0.27;-1180356110#0_0;5.10;0.00;tripinfo_veh288 routing_veh288;498.00;veh288;1;5339.16;1.04;0.00;117.38;veh_passenger;;3;39.00
672.00;269102304_0;109.77;12.50;340.00;0.99;242293607#2_0;5.10;0.00;tripinfo_veh562 routing_veh562;332.00;veh562;1;2958.18;0.97;0.00;101.47;veh_passenger;;3;42.00
673.00;397364884#4_1;76.61;15.35;369.00;0.43;-638307834#1_0;5.10;15.40;tripinfo_veh611 routing_veh611;304.00;veh611;1;3844.61;1.11;0.00;68.92;veh_passenger;;3;19.00
673.00;-304927992#0_0;66.48;10.51;400.00;0.67;-82880745#1_0;5.10;0.00;tripinfo_veh662 routing_veh662;273.00;veh662;1;2334.81;0.81;0.00;59.80;veh_passenger;;3;23.00
675.00;-283122517#0_0;63.32;15.49;346.00;0.36;45393772#10_1;0.20;0.00;tripinfo_veh573 routing_veh573;329.00;veh573;1;3671.51;1.13;0.00;112.90;veh_passenger;;5;49.00
675.00;242069254_0;40.12;3.72;595.00;0.23;-81508885#0_0;5.10;0.00;tripinfo_veh986 routing_veh986;80.00;veh986;1;604.56;1.15;0.00;26.49;veh_passenger;;1;5.00
676.00;154978139#5_0;59.85;7.11;414.00;0.80;-242069255_0;5.10;12.28;tripinfo_veh685 routing_veh685;262.00;veh685;1;3125.34;0.88;0.00;33.18;veh_passenger;;0;0.00
676.00;241299705_0;26.87;13.53;443.00;0.24;-98607714#2_0;5.10;0.00;tripinfo_veh734 routing_veh734;233.00;veh734;1;2228.30;1.01;0.00;56.98;veh_passenger;;2;25.00
676.00;42141924#5_0;41.32;10.39;479.00;0.65;42201277#1_0;5.10;0.00;tripinfo_veh793 routing_veh793;197.00;veh793;1;1615.35;1.03;0.00;30.56;veh_passenger;;1;5.00
677.00;553308443#4_0;73.32;11.33;352.00;0.93;-241515832_0;5.10;12.00;tripinfo_veh582 routing_veh582;325.00;veh582;1;2782.28;0.86;0.00;62.59;veh_passenger;;4;14.00
678.00;45429545#1_0;91.19;15.68;179.00;0.45;46227733#1_0;5.10;0.00;tripinfo_veh296 routing_veh296;499.00;veh296;1;5016.10;1.14;0.00;143.42;veh_passenger;;7;48.00
678.00;86484892#2_0;29.51;3.94;200.00;0.33;48538975#0_0;0.20;0.00;tripinfo_veh331 routing_veh331;478.00;veh331;1;3486.05;0.95;0.00;134.91;veh_passenger;;8;45.00
678.00;-172851603#1_0;39.27;16.81;352.00;0.32;-1191979851_0;5.10;17.22;tripinfo_veh583 routing_veh583;326.00;veh583;1;3851.56;1.24;0.00;94.97;veh_passenger;;2;4.00
680.00;410350138_0;92.78;12.19;341.00;0.78;48903062#0_0;5.10;0.00;tripinfo_veh564 routing_veh564;339.00;veh564;1;3338.74;0.89;0.00;83.11;veh_passenger;;3;26.00
681.00;714065877#0_0;39.43;15.93;205.00;0.51;45429545#5_0;5.10;0.00;tripinfo_veh339 routing_veh339;476.00;veh339;1;6300.28;1.18;0.00;149.27;veh_passenger;;4;57.00
681.00;894341924_0;144.08;14.05;599.00;0.61;336161706#1_0;5.10;0.00;tripinfo_veh992 routing_veh992;82.00;veh992;1;1107.58;1.08;0.00;7.97;veh_passenger;;0;0.00
682.00;247049840#1_0;90.10;12.91;251.00;0.66;1180581523_0;5.10;14.09;tripinfo_veh415 routing_veh415;431.00;veh415;1;3821.53;1.01;0.00;138.48;veh_passenger;;7;57.00
682.00;-552259399_0;31.66;15.21;419.00;0.37;-48538970_0;5.10;15.70;tripinfo_veh694 routing_veh694;263.00;veh694;1;2590.99;1.13;0.00;73.21;veh_passenger;;3;6.00
683.00;558903818#10_0;38.03;24.13;519.00;0.84;628467564_0;0.34;0.00;tripinfo_veh859 routing_veh859;164.00;veh859;1;1180.26;1.00;0.00;64.12;veh_passenger;;2;22.00
683.00;405497375#2_0;105.49;13.23;568.00;0.37;241299702_0;5.10;0.00;tripinfo_veh941 routing_veh941;115.00;veh941;1;981.81;0.99;0.00;42.64;veh_passenger;;1;19.00
684.00;304932111#1_0;10.25;6.93;265.00;0.19;-406976393_0;5.10;2.31;tripinfo_veh439 routing_veh439;419.00;veh439;1;5255.28;0.83;0.00;54.40;veh_passenger;;1;5.00
684.00;748656874_0;10.51;7.40;394.00;0.70;-1176085366_0;5.10;0.00;tripinfo_veh652 routing_veh652;290.00;veh652;1;4652.82;0.98;0.00;46.61;veh_passenger;;0;0.00
685.00;402762623#1_0;27.78;2.22;461.00;0.74;49217119#0_1;5.10;0.00;tripinfo_veh763 routing_veh763;224.00;veh763;1;1268.99;0.98;0.00;45.72;veh_passenger;;3;8.00
686.00;420553735_0;71.96;13.22;51.00;0.33;-748656873_0;5.10;0.00;tripinfo_veh84 routing_veh84;635.00;veh84;1;6638.94;0.97;0.00;169.63;veh_passenger;;7;63.00
686.00;48903092#3_1;56.24;14.78;502.00;0.12;81508865#0-AddedOffRampEdge_1;5.10;0.00;tripinfo_veh832 routing_veh832;184.00;veh832;1;1925.01;1.14;0.00;49.34;veh_passenger;;1;10.00
687.00;360625700_0;63.46;8.33;108.00;0.63;-283122504_0;5.10;15.14;tripinfo_veh178 routing_veh178;579.00;veh178;1;7304.03;1.09;0.00;137.70;veh_passenger;;3;31.00
687.00;403002801#0_0;33.65;13.04;419.00;0.97;-1179654823_0;5.10;14.15;tripinfo_veh693 routing_veh693;268.00;veh693;1;3033.00;1.02;0.00;48.70;veh_passenger;;2;7.00
689.00;402246190#1_0;34.11;8.27;350.00;0.13;475312979#1_0;5.10;0.00;tripinfo_veh580 routing_veh580;339.00;veh580;1;3324.74;1.07;0.00;106.59;veh_passenger;;4;30.00
689.00;535613367#1_0;140.22;7.32;428.00;1.52;400008031#2_1;5.10;0.00;tripinfo_veh707 routing_veh707;261.00;veh707;1;2449.79;0.95;0.00;65.95;veh_passenger;;3;18.00
690.00;410645791_0;38.48;2.80;2.00;0.19;559912997#1_0;5.10;0.00;tripinfo_veh3 routing_veh3;688.00;veh3;1;6645.43;1.08;0.00;200.84;veh_passenger;;8;63.00
690.00;84012032#1_0;46.94;2.97;286.00;0.68;533687777#3_1;5.10;0.00;tripinfo_veh473 routing_veh473;404.00;veh473;1;4255.91;1.16;0.00;111.20;veh_passenger;;4;21.00
690.00;102321746#1_0;19.16;14.40;362.00;0.67;-397270813_0;5.10;9.06;tripinfo_veh599 routing_veh599;328.00;veh599;1;3506.46;1.09;0.00;83.54;veh_passenger;;3;23.00
690.00;257574986#0_0;39.75;7.46;434.00;0.29;548305060#1_0;5.10;0.00;tripinfo_veh719 routing_veh719;256.00;veh719;1;2854.92;1.00;0.00;50.06;veh_passenger;;0;0.00
691.00;614107731#2_0;54.61;7.32;25.00;0.27;403386101_0;5.10;0.00;tripinfo_veh41 routing_veh41;666.00;veh41;1;5629.81;0.96;0.00;143.19;veh_passenger;;7;48.00
691.00;400006773#0_0;65.98;11.83;495.00;0.36;42453887_0;5.10;0.00;tripinfo_veh820 routing_veh820;196.00;veh820;1;1588.48;0.87;0.00;44.63;veh_passenger;;3;17.00
691.00;241308392_0;69.27;11.01;531.00;0.77;-552616913_0;5.10;11.73;tripinfo_veh879 routing_veh879;160.00;veh879;1;1356.17;0.84;0.00;37.08;veh_passenger;;2;7.00
692.00;45393819#1_0;225.36;9.26;444.00;0.03;-241515855_0;5.10;7.72;tripinfo_veh736 routing_veh736;248.00;veh736;1;2869.69;0.93;0.00;24.37;veh_passenger;;0;0.00
693.00;553331428_0;4.90;13.31;370.00;0.23;-241515863_0;5.10;13.87;tripinfo_veh613 routing_veh613;323.00;veh613;1;3207.73;1.00;0.00;88.91;veh_passenger;;5;34.00
