step,system_vehicles,system_total_stopped,system_total_waiting_time,system_VSP,system_mean_waiting_time,system_mean_speed,system_mean_acceleration,system_mean_VSP,system_total_C02_emissions,system_mean_fuel_consumption,system_total_fuel_consumption,system_out_lanes_density_avg ,system_lanes_density_avg ,system_queue_avg ,s2_stopped,s2_accumulated_waiting_time,s2_average_speed,s2_average_acceleration,agents_total_stopped,agents_total_accumulated_waiting_time,total_accumulated_VSP_emissions
55.0,9,1,2.0,12.902055745140805,0.2222222222222222,7.297915585262732,-0.21454868580834704,1.4335617494600894,23571.643023752164,835.3818022350429,7518.436220115385,0.04783315794508753,0.15761083849735333,0.027067994802945,1,2.0,0.5380305541054019,-0.5628407754156045,1,2.0,-3.228996664938468
60.0,11,3,14.0,9.947332349915694,1.2727272727272727,6.976738646525963,0.1320379011062598,0.904302940901427,23774.103847632272,689.373643873091,7583.110082604001,0.0717497369176313,0.20934826294308498,0.081203984408835,3,14.0,0.49390807227471906,0.16380417767570293,3,14.0,2.06393343704201
65.0,11,4,31.0,-15.654600763141495,2.8181818181818183,5.833822535337979,-0.3876882211998858,-1.4231455239219541,20812.421460251204,603.5006232033642,6638.506855237007,0.04783315794508753,0.23641625774602995,0.10827197921178,4,31.0,0.4191496532295083,-0.5033053880014504,4,31.0,-23.977719310235145
70.0,12,5,53.0,15.455189449252089,4.416666666666667,4.644194422108406,0.0015820818415206717,1.2879324541043407,28340.108374020852,753.2993233005259,9039.591879606312,0.023916578972543765,0.28815368219176163,0.135339974014725,5,53.0,0.42755040061521576,-0.04632421817827115,5,53.0,4.85890112691304
75.0,13,6,83.0,23.12822527459399,6.384615384615385,4.727822509862966,-0.06464098095922315,1.7790942518918453,34374.158188850386,843.3986794800597,10964.182833240779,0.023916578972543765,0.31522167699470666,0.16240796881767,6,83.0,0.4114595054532919,-0.2538812220351904,6,83.0,-11.970539894130503
80.0,17,7,118.0,16.842433725333247,6.9411764705882355,5.46726634661578,-0.0240251628563331,0.9907313956078376,44836.552610115614,841.2543697126564,14301.324285115163,0.0717497369176313,0.3693576666005966,0.189475963620615,7,118.0,0.3913403703411492,-0.18162574303313653,7,118.0,-18.445415600752554
85.0,18,9,160.0,35.255601731384296,8.88888888888889,4.2346798454913905,-0.10541505559076499,1.9586445406324604,46121.88411191756,817.298297429918,14711.369353738526,0.0717497369176313,0.3940270962433832,0.243611953226505,9,160.0,0.31593417097702575,-0.19203031071120324,9,160.0,16.350078480054826
90.0,16,10,209.0,5.008612258502402,13.0625,3.316794665543022,-0.014580845084020369,0.31303826615640007,37628.21706534679,750.1449227297655,12002.318763676252,0.04783315794508753,0.3446882369578099,0.27067994802945,10,209.0,0.20567882627981798,-0.03701204227292688,10,209.0,-1.1066660635550802
95.0,20,10,259.0,-56.06689577933816,12.95,4.92208528202156,-0.4416238095958199,-2.803344788966908,40199.44389660027,641.1180289930596,12822.360579861195,0.0717497369176313,0.42589222136664495,0.27067994802945,10,259.0,0.2937491839195742,-0.6016454172172169,10,259.0,-77.72523134556363
100.0,22,12,313.0,71.77717060236328,14.227272727272727,4.359285364119301,0.009927013578927134,3.2625986637437845,67737.32277552896,982.0833621292288,21605.833966843038,0.0717497369176313,0.5046976406153216,0.32481593763534,12,313.0,0.27046638031474074,-0.19430257263823425,12,313.0,5.172905634691589
