step,system_vehicles,system_total_stopped,system_total_waiting_time,system_VSP,system_mean_waiting_time,system_mean_speed,system_mean_acceleration,system_mean_VSP,system_total_C02_emissions,system_mean_fuel_consumption,system_total_fuel_consumption,system_out_lanes_density_avg ,system_lanes_density_avg ,system_queue_avg ,s1_stopped,s1_accumulated_waiting_time,s1_average_speed,s1_average_acceleration,s2_stopped,s2_accumulated_waiting_time,s2_average_speed,s2_average_acceleration,s3_stopped,s3_accumulated_waiting_time,s3_average_speed,s3_average_acceleration,s4_stopped,s4_accumulated_waiting_time,s4_average_speed,s4_average_acceleration,agents_total_stopped,agents_total_accumulated_waiting_time,total_accumulated_VSP_emissions
5.0,6,0,0.0,9.562533023112138,0.0,9.276702334507693,-0.09350110350642342,1.593755503852023,12676.500050040673,673.8806463619602,4043.283878171761,0.0,0.03671275273522317,0.0,0,0.0,0.8698308936703801,-0.11847222412761749,0,0.0,0.8698308936703801,-0.11847222412761749,0,0.0,0.8698308936703801,-0.11847222412761749,0,0.0,0.8698308936703801,-0.11847222412761749,0,0.0,9.56253302311214
10.0,9,0,0.0,38.99410145323418,0.0,9.901751988743586,0.2862295082141272,4.332677939248242,22383.682575190825,793.2693336444008,7139.4240027996075,0.006171620420657648,0.055071172414923424,0.0,0,0.0,0.9549564420522787,0.43076599416776956,0,0.0,0.9549564420522787,0.43076599416776956,0,0.0,0.9549564420522787,0.43076599416776956,0,0.0,0.9549564420522787,0.43076599416776956,0,0.0,38.99410145323418
15.0,11,1,1.0,-13.255511876281641,0.09090909090909091,9.118607386244175,-0.5725322195635587,-1.2050465342074217,15656.207684372082,453.9719555300969,4993.691510831066,0.012343240841315295,0.05516480003192455,0.006128652676995489,0,0.0,0.6834817238419086,-1.3629164889948824,0,0.0,0.6834817238419086,-1.3629164889948824,1,1.0,0.6834817238419086,-1.3629164889948824,0,0.0,0.6834817238419086,-1.3629164889948824,1,1.0,-34.26988385963364
20.0,15,2,8.0,28.20344091427095,0.5333333333333333,7.063442927605227,-0.0695596387095617,1.88022939428473,32497.59788138695,691.0312101918336,10365.468152877504,0.019568674367326858,0.0867990851234955,0.012296010087692155,0,0.0,0.6320733264587568,-0.048138018560809764,1,2.0,0.6320733264587568,-0.048138018560809764,1,6.0,0.6320733264587568,-0.048138018560809764,0,0.0,0.6320733264587568,-0.048138018560809764,2,8.0,11.890002554401857
25.0,20,6,30.0,48.64123625924286,1.5,6.2853186739256035,-0.003454818610618626,2.4320618129621425,51911.33818729803,827.885306044203,16557.706120884057,0.025423301928498985,0.10396709633717856,0.03682178717808907,3,7.0,0.53258617266003,0.0515145065572252,2,12.0,0.53258617266003,0.0515145065572252,1,11.0,0.53258617266003,0.0515145065572252,0,0.0,0.53258617266003,0.0515145065572252,6,30.0,26.29863637452719
30.0,22,8,52.0,-50.65635628689337,2.3636363636363638,4.796738756115858,-0.5082689777377805,-2.302561649404245,35424.50462328166,513.6066024794268,11299.345254547388,0.031917483142131574,0.11008379387453625,0.04897333338965749,6,30.0,0.46893078193794824,-0.7423525443515526,2,22.0,0.46893078193794824,-0.7423525443515526,0,0.0,0.46893078193794824,-0.7423525443515526,0,0.0,0.46893078193794824,-0.7423525443515526,8,52.0,-59.53938034532928
35.0,27,8,38.0,126.04299800404964,1.4074074074074074,5.4564039672808535,0.4498380929719193,4.668259185335173,84973.15197695221,1003.8216495795547,27103.184538647984,0.033400128667016006,0.13635104463646716,0.048794604175577204,6,50.0,0.6321586931740105,0.3133533986289903,0,13.0,0.6321586931740105,0.3133533986289903,0,0.0,0.6321586931740105,0.3133533986289903,2,8.0,0.6321586931740105,0.3133533986289903,8,71.0,68.50377227789234
40.0,28,4,36.0,125.64247214314658,1.2857142857142858,6.16621978654896,0.009937739853346894,4.4872311479695215,90048.14961296362,1025.7762481238767,28721.734947468554,0.05994386604082763,0.15730304520715413,0.024405598831627212,1,47.0,0.6334891418540337,0.1281512550146367,0,2.0,0.6334891418540337,0.1281512550146367,0,2.0,0.6334891418540337,0.1281512550146367,3,20.0,0.6334891418540337,0.1281512550146367,4,71.0,91.04323135566042
45.0,30,5,31.0,14.761158066027715,1.0333333333333334,6.29751022356213,-0.15784258829292386,0.4920386022009232,84754.4066010213,901.1100719148903,27033.30215744671,0.07392447310174376,0.15970772666407382,0.0315256717411738,1,32.0,0.5283033753148976,-0.2768390209197265,0,2.0,0.5283033753148976,-0.2768390209197265,0,0.0,0.5283033753148976,-0.2768390209197265,4,27.0,0.5283033753148976,-0.2768390209197265,5,61.0,-3.9932069582167458
50.0,30,5,41.0,76.88366591211108,1.3666666666666667,6.583094445068744,0.012107251567745732,2.562788863737036,82400.14898097316,876.0779799867094,26282.339399601275,0.10699195317401018,0.17438536500753432,0.03387121305922285,1,29.0,0.5395802276352104,0.04528412252955594,2,8.0,0.5395802276352104,0.04528412252955594,1,3.0,0.5395802276352104,0.04528412252955594,1,18.0,0.5395802276352104,0.04528412252955594,5,58.0,78.0951159452976
