step,system_vehicles,system_total_stopped,system_total_waiting_time,system_VSP,system_mean_waiting_time,system_mean_speed,system_mean_acceleration,system_mean_VSP,system_total_C02_emissions,system_mean_fuel_consumption,system_total_fuel_consumption,system_out_lanes_density_avg ,system_lanes_density_avg ,system_queue_avg ,s3_stopped,s3_accumulated_waiting_time,s3_average_speed,s3_average_acceleration,agents_total_stopped,agents_total_accumulated_waiting_time,total_accumulated_VSP_emissions
5.0,3,0,0.0,-12.009552907920874,0.0,9.563825338234164,-0.4965133305328588,-4.003184302640292,2088.7191459974747,222.0767496432425,666.2302489297275,0.0,0.07321432824962021,0.0,0,0.0,0.8431575499587668,-0.4965133305328588,0,0.0,-12.009552907920872
10.0,4,0,0.0,30.443965416377317,0.0,10.138325463668576,0.547979342203256,7.610991354094329,14153.28674627663,1128.5725193470544,4514.2900773882175,0.0,0.09772893895760217,0.0,0,0.0,0.954953996532945,0.547979342203256,0,0.0,30.443965416377317
15.0,5,0,0.0,-29.897057179562687,0.0,6.829602768283053,-1.4457660422004284,-5.979411435912537,4109.758114620556,262.17488545908793,1310.8744272954395,0.0,0.07354383212394587,0.0,0,0.0,0.7349229785877492,-1.6506160005228594,0,0.0,-16.500490278533388
20.0,6,1,4.0,-2.319940147789732,0.6666666666666666,5.201356478032202,-0.4768666549285947,-0.38665669129828867,10944.295239283714,581.8092526879309,3490.8555161275854,0.04775549188156638,0.09805844283192783,0.024514610707981957,1,4.0,0.5599519923598133,-0.7828345207449325,1,4.0,-6.217823869349179
25.0,8,0,0.0,7.076582472233573,0.0,6.934723023137201,-0.0008601389192968711,0.8845728090291968,19696.595007940574,785.307008293719,6282.456066349752,0.04775549188156638,0.12240830160274696,0.0,0,1.0,0.7249944288598275,-0.5373894618329194,0,1.0,-13.515113398100617
30.0,9,0,0.0,55.23738540299556,0.0,8.98157266296698,0.32837816678545234,6.137487266999508,37140.32039701667,1316.224865764017,11846.023791876154,0.10223359168544521,0.097893690894765,0.0,0,0.0,0.8581073277835545,-0.9296961856132839,0,0.0,-42.291347714802846
35.0,6,1,2.0,22.453416246772655,0.3333333333333333,8.271372743476308,0.2617654554309519,3.7422360411287756,17513.91763453457,931.0401862316238,5586.241117389743,0.08171714970581825,0.07337908018678303,0.02434985877081913,1,2.0,0.61477771561462,0.2057112628061093,1,2.0,7.093105473821781
40.0,4,1,4.0,8.106276050648773,1.0,5.580383213568027,0.13494820503615873,2.0265690126621934,10160.753671936456,810.2246973825937,3240.898789530375,0.027239049901939417,0.049029221415963914,0.024514610707981957,1,4.0,0.3829789421296625,-0.7550038029396885,1,4.0,-8.219076888245652
45.0,5,2,13.0,5.366287630820599,2.6,7.356833025286791,0.058659950646394024,1.0732575261641197,12178.647700768872,776.9120199443068,3884.5600997215342,0.02387774594078319,0.09772893895760217,0.049029221415963914,2,13.0,0.4619020464785539,-0.19018223953571983,2,13.0,-7.070896524550278
50.0,7,2,23.0,-5.032477958360195,3.2857142857142856,8.330423504041521,-0.1921621693206205,-0.718925422622885,13076.511119134322,595.851450466989,4170.960153268923,0.02387774594078319,0.14659340843640326,0.049029221415963914,2,23.0,0.621191270047139,-0.19633784781999264,2,23.0,-4.779644251377249
55.0,8,2,33.0,-31.32131361025513,4.125,7.2552866407455525,-0.46652246812511877,-3.9151642012818915,11017.151102349613,439.2644784973942,3514.1158279791534,0.04775549188156638,0.14675816037356607,0.049029221415963914,2,33.0,0.5995907575932025,-0.3200209838109031,2,33.0,-17.325901858047125
60.0,10,2,43.0,-29.580461058963476,4.3,6.414451322734917,-0.645069459228962,-2.958046105896348,16114.4157494887,513.9942404899095,5139.942404899094,0.07163323782234957,0.14692291231072893,0.049029221415963914,2,43.0,0.4715223867038964,-0.9126509782288356,2,43.0,-25.414106800035984
65.0,12,4,61.0,1.5209064447504443,5.083333333333333,6.103686342227146,-0.07544280726539336,0.1267422037292034,22169.938121811378,589.2905281172958,7071.48633740755,0.07163323782234957,0.22030199249751195,0.09805844283192783,4,61.0,0.5087305843912209,-0.08948234077071543,4,61.0,-1.7509632291193615
70.0,13,4,81.0,-49.65494658867838,6.230769230769231,5.029135390072929,-0.5535815081616996,-3.819611276052183,22860.556623764864,560.9105458341172,7291.837095843524,0.07163323782234957,0.22046674443467476,0.09805844283192783,4,81.0,0.36808157284842713,-0.4049350816642218,4,81.0,-13.31168350098645
75.0,13,6,108.0,24.985051008115615,8.307692307692308,4.5280247795746575,0.0765981421923083,1.9219270006242781,34904.51186644194,856.4180772814126,11133.435004658366,0.04775549188156638,0.26933121391347586,0.14708766424789174,6,108.0,0.3563603461881508,0.0727865637164518,6,108.0,20.60514501512319
80.0,16,8,145.0,-6.253592263103398,9.0625,4.497111310240403,-0.14941314247697496,-0.3908495164439624,35325.5734746365,704.2332746363347,11267.73239418136,0.04775549188156638,0.3183604353294398,0.19611688566385566,8,145.0,0.34119028280956487,-0.11714669299855997,8,145.0,-3.217827703651289
85.0,17,9,187.0,-8.978556461549296,11.0,2.5172485996779996,-0.22621824505575555,-0.528150380091135,35842.42051663041,672.5168750058966,11432.786875100246,0.04775549188156638,0.34303979797458456,0.22063149637183763,9,187.0,0.1172949314918307,-0.20148604589855987,9,187.0,-6.6571753277982975
90.0,17,13,244.0,13.050867161891514,14.352941176470589,1.6124122104085725,0.01578013599923919,0.7676980683465596,44545.1491519206,835.8025688319748,14208.643670143572,0.09551098376313276,0.3186899392037655,0.3186899392037655,13,244.0,0.0009127405325412996,-0.013406205247303644,13,244.0,0.003610300920675517
95.0,20,13,309.0,14.344656063237055,15.45,3.2661556212552867,-0.04813818776810834,0.7172328031618528,51642.183365884346,823.6135548363518,16472.271096727036,0.09551098376313276,0.3917395155162229,0.3186899392037655,13,309.0,0.16779138501752366,0.04407248337608225,13,309.0,17.653386964326774
