step,system_vehicles,system_total_stopped,system_total_waiting_time,system_VSP,system_mean_waiting_time,system_mean_speed,system_mean_acceleration,system_mean_VSP,system_total_C02_emissions,system_mean_fuel_consumption,system_total_fuel_consumption,system_out_lanes_density_avg ,system_lanes_density_avg ,system_queue_avg ,s1_stopped,s1_accumulated_waiting_time,s1_average_speed,s1_average_acceleration,s2_stopped,s2_accumulated_waiting_time,s2_average_speed,s2_average_acceleration,s3_stopped,s3_accumulated_waiting_time,s3_average_speed,s3_average_acceleration,s4_stopped,s4_accumulated_waiting_time,s4_average_speed,s4_average_acceleration,agents_total_stopped,agents_total_accumulated_waiting_time,total_accumulated_VSP_emissions
55.0,36,16,105.0,-7.703101086224765,2.9166666666666665,4.280458772545961,-0.39185557710131314,-0.21397503017291014,88504.80569547789,784.1675870846221,28230.033135046397,0.15403520226307685,0.20945135770336823,0.10782822734198837,5,30.0,0.30695820901542387,-0.25229443255943995,6,31.0,0.30695820901542387,-0.25229443255943995,2,9.0,0.30695820901542387,-0.25229443255943995,3,41.0,0.30695820901542387,-0.25229443255943995,16,111.0,-14.858091094107964
60.0,38,19,146.0,31.04275326428192,3.8421052631578947,3.140392138705204,-0.04241059693295849,0.8169145595863665,92266.32190784169,774.4761274136774,29430.09284171975,0.16733543289074918,0.216817404893319,0.1265108420932291,7,62.0,0.2404836079052281,0.12432443540009225,8,65.0,0.2404836079052281,0.12432443540009225,3,22.0,0.2404836079052281,0.12432443540009225,1,34.0,0.2404836079052281,0.12432443540009225,19,183.0,2.4584702629257364
65.0,42,21,247.0,60.723242000811624,5.880952380952381,4.437426194267265,-0.003113965484024666,1.4457914762098005,111503.2911414993,846.803087427416,35565.72967195146,0.1734138388506045,0.22921936478103608,0.14001325665636327,8,101.0,0.48207077745036064,-0.30086915907826856,10,113.0,0.48207077745036064,-0.30086915907826856,3,37.0,0.48207077745036064,-0.30086915907826856,0,0.0,0.48207077745036064,-0.30086915907826856,21,251.0,-37.3285402525152
70.0,44,18,242.0,-11.917286389415626,5.5,3.7264579475704873,-0.2332586701816367,-0.27084741794126455,102651.09627341562,744.1471715533869,32742.475548349023,0.18677133390583447,0.24877536409802106,0.12360602160509813,3,110.0,0.3420569385601595,-0.7269196316496441,12,169.0,0.3420569385601595,-0.7269196316496441,3,52.0,0.3420569385601595,-0.7269196316496441,0,0.0,0.3420569385601595,-0.7269196316496441,18,331.0,-34.70872127873499
75.0,41,20,258.0,19.61646476127435,6.2926829268292686,2.8255958940219705,-0.14604507236451886,0.4784503600310819,100455.11698279303,781.5126108380094,32042.017044358392,0.1699747067739518,0.23052101850703285,0.13798638256217288,5,85.0,0.23114249166204734,-0.31488238958361814,14,237.0,0.23114249166204734,-0.31488238958361814,1,40.0,0.23114249166204734,-0.31488238958361814,0,1.0,0.23114249166204734,-0.31488238958361814,20,363.0,-10.78655840946066
80.0,43,21,350.0,210.1255745059999,8.13953488372093,4.124771939113511,0.3391905687176462,4.8866412675813935,144951.70646874583,1075.2161019916234,46234.29238563981,0.20970908090564802,0.23898239192715542,0.14444800002340155,5,80.0,0.43024402164356046,0.4708835944300585,14,307.0,0.43024402164356046,0.4708835944300585,2,12.0,0.43024402164356046,0.4708835944300585,0,2.0,0.43024402164356046,0.4708835944300585,21,401.0,179.0675172822199
85.0,43,15,219.0,5.660473757954701,5.093023255813954,3.6970632987965857,-0.16429347654417295,0.13163892460359755,100183.61847791374,743.1466462874705,31955.305790361235,0.21075435671353385,0.23990715627694273,0.10238387434609512,4,93.0,0.3570161852051016,-0.5130590260395107,9,331.0,0.3570161852051016,-0.5130590260395107,2,17.0,0.3570161852051016,-0.5130590260395107,0,2.0,0.3570161852051016,-0.5130590260395107,15,443.0,-43.9660957083644
90.0,43,15,84.0,71.91900705955254,1.9534883720930232,4.33224038784327,0.06233506860566414,1.6725350478965708,122760.92805366692,910.6137101463627,39156.38953629359,0.2123494731741513,0.24773158310628715,0.10080838660366158,5,99.0,0.2763553522751705,-0.2393461681882868,5,298.0,0.2763553522751705,-0.2393461681882868,2,16.0,0.2763553522751705,-0.2393461681882868,3,10.0,0.2763553522751705,-0.2393461681882868,15,423.0,-39.50501902279008
95.0,42,22,181.0,57.952506327035636,4.309523809523809,4.065156671800723,0.06383008880203533,1.3798215792151338,111716.87425094217,848.4269686499763,35633.932683299005,0.20384656669662884,0.22061222512490353,0.14697560975057658,6,129.0,0.14649728112542912,-0.03972129129370701,8,261.0,0.14649728112542912,-0.03972129129370701,4,19.0,0.14649728112542912,-0.03972129129370701,4,28.0,0.14649728112542912,-0.03972129129370701,22,437.0,-0.18555621313229315
100.0,42,17,219.0,92.59783298280139,5.214285714285714,3.4639394611149874,0.126325883117546,2.2047103091143194,114369.23782211906,868.5712895163635,36479.99415968727,0.1953309819663491,0.21940751997499086,0.11196634742420485,6,159.0,0.15868816780774084,-0.043308556323627734,6,245.0,0.15868816780774084,-0.043308556323627734,3,25.0,0.15868816780774084,-0.043308556323627734,2,37.0,0.15868816780774084,-0.043308556323627734,17,466.0,30.828962007675383
