step,system_vehicles,system_total_stopped,system_total_waiting_time,system_VSP,system_mean_waiting_time,system_mean_speed,system_mean_acceleration,system_mean_VSP,system_total_C02_emissions,system_mean_fuel_consumption,system_total_fuel_consumption,system_out_lanes_density_avg ,system_lanes_density_avg ,system_queue_avg ,s1_stopped,s1_accumulated_waiting_time,s1_average_speed,s1_average_acceleration,s2_stopped,s2_accumulated_waiting_time,s2_average_speed,s2_average_acceleration,s3_stopped,s3_accumulated_waiting_time,s3_average_speed,s3_average_acceleration,s4_stopped,s4_accumulated_waiting_time,s4_average_speed,s4_average_acceleration,agents_total_stopped,agents_total_accumulated_waiting_time,total_accumulated_VSP_emissions
80.0,52,29,341.0,-14.473340220182825,6.5576923076923075,3.030559692887967,-0.17100767536880773,-0.2783334657727467,118231.38824062691,725.2351465678403,37712.227621527694,0.22281006713243978,0.2970357176195508,0.18901279605269616,10,221.0,0.21794963285360383,-0.20691012104840587,5,33.0,0.21794963285360383,-0.20691012104840587,9,226.0,0.21794963285360383,-0.20691012104840587,5,58.0,0.21794963285360383,-0.20691012104840587,29,538.0,-32.97527376085971
85.0,53,33,487.0,14.87377825831268,9.18867924528302,2.809214124239178,-0.03678224997333613,0.2806373256285412,125723.58984909623,756.6454842004653,40102.210662624646,0.23584231209962456,0.29800512647201843,0.21551537567102552,10,271.0,0.19949165396231572,0.024204815569981053,7,64.0,0.19949165396231572,0.024204815569981053,11,270.0,0.19949165396231572,0.024204815569981053,5,83.0,0.19949165396231572,0.024204815569981053,33,688.0,29.85966800483377
90.0,54,31,556.0,70.12437906442327,10.296296296296296,2.8883450858782616,-0.035367732721469515,1.2985996123041346,138009.30227207977,815.1972977625029,44020.65407917515,0.223279181786729,0.29162919979142904,0.20043213797950835,11,326.0,0.20704141947468435,-0.12035110384074912,8,103.0,0.20704141947468435,-0.12035110384074912,11,321.0,0.20704141947468435,-0.12035110384074912,1,65.0,0.20704141947468435,-0.12035110384074912,31,815.0,12.078604425719984
95.0,54,32,646.0,106.22476831956088,11.962962962962964,3.0029171895662787,0.13633774112043426,1.9671253392511274,154721.14907644666,913.9062974313173,49350.940061291134,0.2416612696964604,0.27978475677182574,0.20790613203686684,12,386.0,0.1622788000592389,0.045418333299791544,9,147.0,0.1622788000592389,0.045418333299791544,10,326.0,0.1622788000592389,0.045418333299791544,1,33.0,0.1622788000592389,0.045418333299791544,32,892.0,16.976246446430665
100.0,54,31,704.0,91.6473725110516,13.037037037037036,3.1056100075502546,0.11142167917289895,1.6971735650194741,144879.30637122018,855.7742444484145,46211.80920021439,0.2554295211710365,0.2996507300781352,0.20501716203358056,12,446.0,0.21262024134720195,0.03547145737879406,12,201.0,0.21262024134720195,0.03547145737879406,5,263.0,0.21262024134720195,0.03547145737879406,2,42.0,0.21262024134720195,0.03547145737879406,31,952.0,46.35297675752915
105.0,54,25,658.0,129.53219093504973,12.185185185185185,3.763506948977642,0.3024689385265986,2.3987442765749956,157196.3043143311,928.5220413844014,50140.19023475767,0.24087268881131,0.32093617970186555,0.16837259540164487,9,455.0,0.3519669655257516,0.1748496501795737,12,261.0,0.3519669655257516,0.1748496501795737,3,155.0,0.3519669655257516,0.1748496501795737,1,45.0,0.3519669655257516,0.1748496501795737,25,916.0,75.76708599140133
110.0,53,25,664.0,65.29375461895327,12.528301886792454,3.693371132435899,-0.017042977670947656,1.231957634319873,147391.1880814305,887.0303620103166,47012.609186546746,0.255264747477523,0.31583057223288474,0.17101236008062695,6,405.0,0.29845227725816637,-0.3006588040074752,12,321.0,0.29845227725816637,-0.3006588040074752,3,154.0,0.29845227725816637,-0.3006588040074752,4,57.0,0.29845227725816637,-0.3006588040074752,25,937.0,8.463533596621275
115.0,57,25,558.0,58.38813970493358,9.789473684210526,3.1631409112757622,0.058005064843587244,1.0243533281567294,133394.95227343988,746.4716924740417,42548.88647102037,0.24811744262251503,0.3083127991081301,0.16833582847921635,6,341.0,0.21059395127636804,0.026763967712129428,8,326.0,0.21059395127636804,0.026763967712129428,4,166.0,0.21059395127636804,0.026763967712129428,7,84.0,0.21059395127636804,0.026763967712129428,25,917.0,37.79449420711249
120.0,60,26,506.0,161.61036162527833,8.433333333333334,3.642471785924395,0.20972221255276458,2.6935060270879716,168739.61832195352,897.0375801404188,53822.25480842512,0.25918877844580895,0.29954414611025876,0.1712085803329038,5,339.0,0.20665973771307794,0.14192763856666665,7,281.0,0.20665973771307794,0.14192763856666665,7,193.0,0.20665973771307794,0.14192763856666665,7,119.0,0.20665973771307794,0.14192763856666665,26,932.0,79.00441459810769
125.0,57,27,542.0,112.62631837964328,9.508771929824562,3.810089394030881,0.07631194467535604,1.9759003224498821,158950.63011160158,889.4719509247343,50699.901202709814,0.23896716853838362,0.2736467758159656,0.17432498748924888,8,372.0,0.18048892548262763,-0.01359521240335898,8,226.0,0.18048892548262763,-0.01359521240335898,7,172.0,0.18048892548262763,-0.01359521240335898,4,129.0,0.18048892548262763,-0.01359521240335898,27,899.0,12.288953119695464
130.0,56,28,640.0,117.32135776690791,11.428571428571429,3.828758152929667,0.08097980074973798,2.095024245837641,152618.45126355378,869.2865230575726,48680.04529122403,0.21757857940392059,0.2849519548546667,0.18052455905896916,9,417.0,0.24518315750683428,0.046748247647013484,7,255.0,0.24518315750683428,0.046748247647013484,9,216.0,0.24518315750683428,0.046748247647013484,3,93.0,0.24518315750683428,0.046748247647013484,28,981.0,52.75445224086284
135.0,54,27,651.0,16.363795685860502,12.055555555555555,3.602671584511959,-0.03348336832055403,0.3030332534418611,136024.3840515567,803.4730212580334,43387.5431479338,0.20351554120032952,0.27822035879621326,0.17667211997219442,9,462.0,0.24408010491184784,-0.18019618113251074,9,269.0,0.24408010491184784,-0.18019618113251074,7,204.0,0.24408010491184784,-0.18019618113251074,2,75.0,0.24408010491184784,-0.18019618113251074,27,1010.0,-32.905999772814106
140.0,51,23,637.0,138.22827670669372,12.490196078431373,3.684211926258128,0.09031860711601555,2.7103583667979168,153725.9522370093,961.4338313164499,49033.12539713894,0.22000567882150035,0.28801439854635696,0.155469840624833,6,483.0,0.26141093651406755,-0.08105073407022442,11,309.0,0.26141093651406755,-0.08105073407022442,4,147.0,0.26141093651406755,-0.08105073407022442,2,85.0,0.26141093651406755,-0.08105073407022442,23,1024.0,44.96893693357992
145.0,51,21,627.0,113.8995504595339,12.294117647058824,4.566532330913605,0.013194461546348494,2.2333245188143906,135826.2558998373,849.4869460671226,43323.83424942325,0.24308413168023035,0.3157905352170403,0.14428835975627935,5,416.0,0.3889575195617083,0.009377326202238162,11,365.0,0.3889575195617083,0.009377326202238162,2,88.0,0.3889575195617083,0.009377326202238162,3,94.0,0.3889575195617083,0.009377326202238162,21,963.0,99.09139502850186
150.0,53,27,753.0,-1.3710028449095613,14.20754716981132,4.034771207727184,-0.2130234622448072,-0.025867978205840778,122593.67407965775,737.8012916886051,39103.46845949608,0.264141019505931,0.3177458147643451,0.1845158296602659,6,425.0,0.3423685112593356,-0.25689588400486496,12,425.0,0.3423685112593356,-0.25689588400486496,4,71.0,0.3423685112593356,-0.25689588400486496,5,112.0,0.3423685112593356,-0.25689588400486496,27,1033.0,-9.581120790670376
155.0,54,23,760.0,-6.530130739426481,14.074074074074074,3.041065373399095,-0.28740821478819006,-0.1209283470264163,120236.12267671083,710.2140428769175,38351.55831535355,0.26387303384544347,0.3113645832527268,0.1591818325784453,5,439.0,0.22773123105750634,-0.4604555648730637,9,455.0,0.22773123105750634,-0.4604555648730637,1,66.0,0.22773123105750634,-0.4604555648730637,8,145.0,0.22773123105750634,-0.4604555648730637,23,1105.0,-49.72127916159219
160.0,53,29,831.0,90.5461209014461,15.679245283018869,3.0900368942900984,-0.014885226719650394,1.708417375498983,148372.63909864548,892.943684003423,47326.015252181394,0.2764068742934953,0.28043130026066726,0.19402376406833255,7,461.0,0.11564276167597656,-0.1460818030894392,8,432.0,0.11564276167597656,-0.1460818030894392,5,74.0,0.11564276167597656,-0.1460818030894392,9,189.0,0.11564276167597656,-0.1460818030894392,29,1156.0,26.690039477594908
165.0,53,33,986.0,140.6921496705909,18.60377358490566,3.395594276513109,0.1879349443613609,2.654568861709263,158016.42631186574,950.9796939578976,50401.923779768535,0.2609955271494469,0.2779469301983301,0.21944884244220633,9,502.0,0.15599895540758596,0.06598684993983665,9,438.0,0.15599895540758596,0.06598684993983665,5,84.0,0.15599895540758596,0.06598684993983665,10,239.0,0.15599895540758596,0.06598684993983665,33,1263.0,48.53042428743037
170.0,53,31,1076.0,21.44366843295947,20.30188679245283,2.931475829204823,-0.04476380197656506,0.40459751760300877,120520.25438003667,725.3308144226405,38442.53316439995,0.24693421369442348,0.28385458326177604,0.20800957869210532,10,548.0,0.2033823501302384,-0.05355954224508809,7,444.0,0.2033823501302384,-0.05355954224508809,4,77.0,0.2033823501302384,-0.05355954224508809,10,289.0,0.2033823501302384,-0.05355954224508809,31,1358.0,2.4299112768339253
175.0,50,27,1091.0,134.0456600600018,21.82,2.9055615745582712,0.21672690919053722,2.6809132012000356,143833.8104762909,917.5643848080606,45878.21924040302,0.24182286604876668,0.28542575388269836,0.1827142689845022,10,598.0,0.2070573076509076,0.0740055509028427,9,462.0,0.2070573076509076,0.0740055509028427,1,62.0,0.2070573076509076,0.0740055509028427,7,295.0,0.2070573076509076,0.0740055509028427,27,1417.0,65.41692191150392
180.0,53,23,1095.0,136.61844935849427,20.660377358490567,4.282667714801825,0.20413977776322373,2.5777065916697035,149414.13818392996,899.2052890442202,47657.88031934367,0.26759086377948654,0.3052016652377748,0.15713403555610864,7,619.0,0.3139774921140607,0.07279612324491554,10,508.0,0.3139774921140607,0.07279612324491554,0,3.0,0.3139774921140607,0.07279612324491554,6,279.0,0.3139774921140607,0.07279612324491554,23,1409.0,50.803779856137595
185.0,54,24,1173.0,24.470415476951455,21.72222222222222,4.666709065773171,-0.11905295638410873,0.4531558421657677,130123.45501908466,768.6123008547677,41505.06424615745,0.2614298455562391,0.2981153367077755,0.1646847191701654,5,592.0,0.3332123217668863,-0.041917199698144655,11,562.0,0.3332123217668863,-0.041917199698144655,2,7.0,0.3332123217668863,-0.041917199698144655,6,270.0,0.3332123217668863,-0.041917199698144655,24,1431.0,51.422403719393465
190.0,53,22,1129.0,-7.970137841426278,21.30188679245283,3.425869555054196,-0.17634409959315206,-0.15037995927219405,126372.75119057887,760.5458968354762,40308.932532280254,0.25726479477396963,0.28038630289066885,0.15416938587960652,3,297.0,0.23147104208085972,-0.27828951328096047,11,617.0,0.23147104208085972,-0.27828951328096047,1,13.0,0.23147104208085972,-0.27828951328096047,7,292.0,0.23147104208085972,-0.27828951328096047,22,1219.0,-68.09139251120229
195.0,54,25,903.0,91.79121723904352,16.72222222222222,3.7525815167270276,0.06963213658808629,1.6998373562785833,139787.07393260318,825.6946409279109,44587.51061010717,0.2697070980784851,0.2863220378303215,0.17134381098990578,2,306.0,0.2594728980452145,0.037383552309154064,8,634.0,0.2594728980452145,0.037383552309154064,5,32.0,0.2594728980452145,0.037383552309154064,10,331.0,0.2594728980452145,0.037383552309154064,25,1303.0,76.91138006077273
200.0,50,27,992.0,116.84230230876639,19.84,3.9199520481477186,0.12857138917790145,2.3368460461753275,138220.34500078918,881.7542463887994,44087.71231943994,0.26186594293496374,0.25444397617577386,0.18242338292822144,4,326.0,0.17151054890509926,0.012697279617932981,8,628.0,0.17151054890509926,0.012697279617932981,5,48.0,0.17151054890509926,0.012697279617932981,10,381.0,0.17151054890509926,0.012697279617932981,27,1383.0,23.01017295387451
205.0,53,26,1066.0,168.61374072020587,20.11320754716981,4.37683662028326,0.21819943322629826,3.1813913343435067,158875.9978616021,956.1493361609246,50675.91481652898,0.24628521173440432,0.2693337992983646,0.17218570388155943,7,355.0,0.23070523482668456,0.09352151796600393,8,630.0,0.23070523482668456,0.09352151796600393,4,49.0,0.23070523482668456,0.09352151796600393,7,411.0,0.23070523482668456,0.09352151796600393,26,1445.0,82.9676785571574
210.0,50,21,710.0,86.57913763825965,14.2,3.951095818392107,-0.07044865170898797,1.7315827527651928,131207.0931465429,837.0127085959896,41850.63542979947,0.21691682649744562,0.2529387965149404,0.13416163127372374,9,396.0,0.2414205751431911,-0.20459922609133505,3,401.0,0.2414205751431911,-0.20459922609133505,4,69.0,0.2414205751431911,-0.20459922609133505,5,361.0,0.2414205751431911,-0.20459922609133505,21,1227.0,10.793694395182127
215.0,47,20,416.0,116.65891124397113,8.851063829787234,3.8118266403668906,0.19276925916207008,2.482104494552578,133859.9073960804,908.4392044668783,42696.64260994328,0.170192915236715,0.23753964506511963,0.12919717260315947,7,416.0,0.22619419541285435,-0.08399055635786024,5,404.0,0.22619419541285435,-0.08399055635786024,4,89.0,0.22619419541285435,-0.08399055635786024,4,156.0,0.22619419541285435,-0.08399055635786024,20,1065.0,-24.167501439372607
220.0,43,15,109.0,107.8623552218199,2.5348837209302326,3.737009497096255,0.27840236309904176,2.5084268656237185,121541.360687921,901.5697280241338,38767.49830503776,0.1588624557722864,0.2318445795748424,0.10050874510650692,4,220.0,0.2749271700001802,0.12392238004331,6,406.0,0.2749271700001802,0.12392238004331,3,84.0,0.2749271700001802,0.12392238004331,2,164.0,0.2749271700001802,0.12392238004331,15,874.0,52.90636854857127
225.0,45,14,116.0,209.38135119594455,2.577777777777778,5.472108825974182,0.32565890727219515,4.652918915465436,142721.4924006234,1011.6137216617606,45522.61747477922,0.1997983422074686,0.24739077285703728,0.09636293289461363,4,213.0,0.4244955859221119,0.29750511387689843,6,436.0,0.4244955859221119,0.29750511387689843,0,35.0,0.4244955859221119,0.29750511387689843,4,175.0,0.4244955859221119,0.29750511387689843,14,859.0,173.81650095946662
230.0,42,17,174.0,-90.5699296585099,4.142857142857143,3.4675639840385393,-0.5381911946709395,-2.1564268966311877,82813.02514995933,628.9263720101953,26414.907624428208,0.21413161209220652,0.2435794340973041,0.11535948582690446,5,227.0,0.28340684125565563,-0.6666513367440272,6,466.0,0.28340684125565563,-0.6666513367440272,2,6.0,0.28340684125565563,-0.6666513367440272,4,195.0,0.28340684125565563,-0.6666513367440272,17,894.0,-114.25155401465386
235.0,42,11,59.0,125.12424241515438,1.4047619047619047,3.297424941618843,0.4220835705895447,2.979148628932248,126401.40671615298,959.9450799048883,40317.69335600531,0.20852861893990526,0.2384124755765883,0.06895593441648351,8,250.0,0.2514436364977949,0.26111279651375724,0,463.0,0.2514436364977949,0.26111279651375724,2,14.0,0.2514436364977949,0.26111279651375724,1,194.0,0.2514436364977949,0.26111279651375724,11,921.0,79.89083569806637
240.0,46,19,137.0,187.78594030127252,2.9782608695652173,4.777268686427427,0.3251400285961032,4.082303050027663,144586.17736398536,1002.5571532475269,46117.62904938625,0.211497934299862,0.23599108757061402,0.12433143155451228,9,293.0,0.3314702649702627,0.14995837890873676,4,422.0,0.3314702649702627,0.14995837890873676,2,24.0,0.3314702649702627,0.14995837890873676,4,187.0,0.3314702649702627,0.14995837890873676,19,926.0,29.852402664995076
245.0,47,16,202.0,173.37533491901593,4.297872340425532,6.051566036353469,0.22081061978313896,3.6888369131705523,137075.39290128177,930.252066786002,43721.847138942096,0.2083930573489512,0.2141763252916773,0.10280432477188894,9,338.0,0.38912129565216624,-0.05908445460764443,5,444.0,0.38912129565216624,-0.05908445460764443,1,12.0,0.38912129565216624,-0.05908445460764443,1,113.0,0.38912129565216624,-0.05908445460764443,16,907.0,13.303022274546317
250.0,47,19,274.0,49.183495324181614,5.829787234042553,4.426863680469193,0.011180375504995416,1.046457347323013,102884.31385177068,698.2272915511562,32816.68270290435,0.1895557968103854,0.24474139045202956,0.12518391488214242,9,383.0,0.33268655942050046,-0.16297515190497527,4,456.0,0.33268655942050046,-0.16297515190497527,2,21.0,0.33268655942050046,-0.16297515190497527,4,126.0,0.33268655942050046,-0.16297515190497527,19,986.0,32.86679996034241
255.0,43,22,306.0,116.0066185518986,7.116279069767442,4.285108615026352,0.19949660955601667,2.6978283384162465,119414.33956966354,885.7945365171565,38089.16507023773,0.1837518361806646,0.24538634210432042,0.1465906985652515,7,391.0,0.3385265056939481,0.06915574309472436,6,475.0,0.3385265056939481,0.06915574309472436,4,36.0,0.3385265056939481,0.06915574309472436,5,151.0,0.3385265056939481,0.06915574309472436,22,1053.0,78.68918272472574
260.0,44,22,366.0,3.9968162304607002,8.318181818181818,3.966989520409588,-0.1142659581810031,0.0908367325104707,108101.04429298922,783.6527830812527,34480.722455575116,0.19113557110221843,0.2455299322504676,0.1465477308215893,6,364.0,0.23880495044357342,-0.06273584265124614,6,505.0,0.23880495044357342,-0.06273584265124614,5,57.0,0.23880495044357342,-0.06273584265124614,5,176.0,0.23880495044357342,-0.06273584265124614,22,1102.0,11.647561329279627
265.0,48,24,451.0,-6.301291353447254,9.395833333333334,3.723969483762739,-0.15700028820482675,-0.13127690319681765,109039.6598461438,724.5881950201916,34780.2333609692,0.18429581079913726,0.2501685575308024,0.15679465735919187,9,357.0,0.24451308965969726,-0.17134408994808928,6,535.0,0.24451308965969726,-0.17134408994808928,6,84.0,0.24451308965969726,-0.17134408994808928,3,166.0,0.24451308965969726,-0.17134408994808928,24,1142.0,-23.835721544188345
270.0,49,19,442.0,73.66569670684237,9.020408163265307,3.5541584267565876,0.09541565162463649,1.503381565445763,123223.2545491961,802.1252593196042,39304.1377066606,0.17357292572770036,0.21590285224982778,0.12097627797480975,7,381.0,0.2024057017747057,-0.0193361666993712,3,541.0,0.2024057017747057,-0.0193361666993712,7,117.0,0.2024057017747057,-0.0193361666993712,2,128.0,0.2024057017747057,-0.0193361666993712,19,1167.0,8.2334811876913
275.0,50,20,471.0,167.9745125462076,9.42,4.730264061839654,0.19653318921112212,3.3594902509241518,142910.14021041748,911.6645869675523,45583.2293483776,0.19040279601294494,0.20173666421190994,0.12505200518422344,9,412.0,0.20993534289712837,-0.029898476024764496,2,371.0,0.20993534289712837,-0.029898476024764496,7,152.0,0.20993534289712837,-0.029898476024764496,2,11.0,0.20993534289712837,-0.029898476024764496,20,946.0,45.22968497502202
280.0,45,16,446.0,101.78617346856404,9.911111111111111,5.099341141615444,0.10433225092043898,2.2619149659680895,121630.27071395914,862.1257759220236,38795.65991649106,0.1548944364439827,0.20286869810840022,0.10063871422291941,9,457.0,0.3411855940298353,0.17297381474924697,2,376.0,0.3411855940298353,0.17297381474924697,5,141.0,0.3411855940298353,0.17297381474924697,0,11.0,0.3411855940298353,0.17297381474924697,16,985.0,23.122119020315175
285.0,41,13,424.0,143.60414089579675,10.341463414634147,5.2722783306673735,0.2668983904536991,3.5025400218487004,117984.87718876539,917.8733014936547,37632.80536123984,0.17116281591343607,0.22566128128018548,0.083349537040949,9,504.0,0.4986733382308538,0.43695985357844025,3,389.0,0.4986733382308538,0.43695985357844025,1,96.0,0.4986733382308538,0.43695985357844025,0,2.0,0.4986733382308538,0.43695985357844025,13,991.0,103.03814554509162
290.0,40,15,488.0,-18.744257986107666,12.2,4.462641323632625,-0.3500316430181865,-0.46860644965269194,82868.87792143328,660.8135704912435,26432.54281964974,0.18640874977020036,0.24759296908395964,0.09889718494198818,9,549.0,0.4781116788260401,-0.5722999834007312,6,411.0,0.4781116788260401,-0.5722999834007312,0,48.0,0.4781116788260401,-0.5722999834007312,0,2.0,0.4781116788260401,-0.5722999834007312,15,1010.0,-34.322560494995535
295.0,43,23,588.0,-103.55456035318747,13.674418604651162,2.7343964232468645,-0.4926816472472385,-2.408245589609011,84415.49408752544,626.1898407749358,26926.163153322243,0.20164544426708977,0.27500105601402697,0.1521887440084108,11,602.0,0.26174267890497277,-0.6557482480958018,8,448.0,0.26174267890497277,-0.6557482480958018,2,50.0,0.26174267890497277,-0.6557482480958018,2,8.0,0.26174267890497277,-0.6557482480958018,23,1108.0,-78.97512117083076
300.0,46,32,728.0,25.694418267472635,15.826086956521738,2.356605451983083,-0.15847654829147748,0.5585743101624487,109436.91406179601,758.8530938883611,34907.24231886462,0.21358431723748136,0.27507501379520233,0.21150359513536388,13,661.0,0.16326545645018636,-0.14382560225012012,9,492.0,0.16326545645018636,-0.14382560225012012,5,67.0,0.16326545645018636,-0.14382560225012012,5,28.0,0.16326545645018636,-0.14382560225012012,32,1248.0,15.662191520620839
305.0,47,34,896.0,49.54240493371735,19.06382978723404,2.7669467851665708,0.049106932576298765,1.0540937219939863,121627.05589106264,825.4361875449879,38795.50081461445,0.24037842513081983,0.2896823224294981,0.22595446218738702,13,726.0,0.18872725486910047,0.032525848932243445,11,545.0,0.18872725486910047,0.032525848932243445,5,92.0,0.18872725486910047,0.032525848932243445,5,49.0,0.18872725486910047,0.032525848932243445,34,1412.0,37.63065540609193
